Recipe Name,Station,Category,Group,Experience,Cooking Time (Ticks),Output,Output Count,Input,Input,Input,Input,Input,Input,Input,Input,Input
waxed_exposed_cut_copper_stairs,crafting_shaped,building,waxed_exposed_cut_copper_stairs,,,waxed_exposed_cut_copper_stairs,4,waxed_exposed_cut_copper,,,waxed_exposed_cut_copper,waxed_exposed_cut_copper,,waxed_exposed_cut_copper,waxed_exposed_cut_copper,waxed_exposed_cut_copper
eye_armor_trim_smithing_template_smithing_trim,smithing_trim,,,,,,1,eye_armor_trim_smithing_template,#trimmable_armor,#trim_materials,,,,,,
polished_andesite_stairs_from_polished_andesite_stonecutting,stonecutting,,,,,polished_andesite_stairs,1,polished_andesite,,,,,,,,
stone_brick_stairs,crafting_shaped,building,,,,stone_brick_stairs,4,stone_bricks,,,stone_bricks,stone_bricks,,stone_bricks,stone_bricks,stone_bricks
smooth_quartz_stairs,crafting_shaped,building,,,,smooth_quartz_stairs,4,smooth_quartz,,,smooth_quartz,smooth_quartz,,smooth_quartz,smooth_quartz,smooth_quartz
green_stained_glass,crafting_shaped,building,stained_glass,,,green_stained_glass,8,glass,glass,glass,glass,green_dye,glass,glass,glass,glass
crimson_hyphae,crafting_shaped,building,bark,,,crimson_hyphae,3,crimson_stem,crimson_stem,,crimson_stem,crimson_stem,,,,
bamboo_door,crafting_shaped,redstone,wooden_door,,,bamboo_door,3,bamboo_planks,bamboo_planks,,bamboo_planks,bamboo_planks,,bamboo_planks,bamboo_planks,
deepslate_brick_stairs_from_polished_deepslate_stonecutting,stonecutting,,,,,deepslate_brick_stairs,1,polished_deepslate,,,,,,,,
polished_deepslate_wall_from_polished_deepslate_stonecutting,stonecutting,,,,,polished_deepslate_wall,1,polished_deepslate,,,,,,,,
chiseled_deepslate,crafting_shaped,building,,,,chiseled_deepslate,1,cobbled_deepslate_slab,,,cobbled_deepslate_slab,,,,,
gold_block,crafting_shaped,building,,,,gold_block,1,gold_ingot,gold_ingot,gold_ingot,gold_ingot,gold_ingot,gold_ingot,gold_ingot,gold_ingot,gold_ingot
waxed_cut_copper_slab_from_honeycomb,crafting_shapeless,building,waxed_cut_copper_slab,,,waxed_cut_copper_slab,1,cut_copper_slab,honeycomb,,,,,,,
polished_diorite_slab_from_polished_diorite_stonecutting,stonecutting,,,,,polished_diorite_slab,2,polished_diorite,,,,,,,,
dye_yellow_wool,crafting_shapeless,building,wool,,,yellow_wool,1,yellow_dye,black_wool;blue_wool;brown_wool;cyan_wool;gray_wool;green_wool;light_blue_wool;light_gray_wool;lime_wool;magenta_wool;orange_wool;pink_wool;purple_wool;red_wool;white_wool,,,,,,,
dye_lime_bed,crafting_shapeless,building,bed,,,lime_bed,1,lime_dye,black_bed;blue_bed;brown_bed;cyan_bed;gray_bed;green_bed;light_blue_bed;light_gray_bed;magenta_bed;orange_bed;pink_bed;purple_bed;red_bed;yellow_bed;white_bed,,,,,,,
orange_banner,crafting_shaped,misc,banner,,,orange_banner,1,orange_wool,orange_wool,orange_wool,orange_wool,orange_wool,orange_wool,,stick,
dye_black_wool,crafting_shapeless,building,wool,,,black_wool,1,black_dye,blue_wool;brown_wool;cyan_wool;gray_wool;green_wool;light_blue_wool;light_gray_wool;lime_wool;magenta_wool;orange_wool;pink_wool;purple_wool;red_wool;yellow_wool;white_wool,,,,,,,
acacia_hanging_sign,crafting_shaped,misc,hanging_sign,,,acacia_hanging_sign,6,chain,,chain,stripped_acacia_log,stripped_acacia_log,stripped_acacia_log,stripped_acacia_log,stripped_acacia_log,stripped_acacia_log
netherite_upgrade_smithing_template,crafting_shaped,misc,,,,netherite_upgrade_smithing_template,2,diamond,netherite_upgrade_smithing_template,diamond,diamond,netherrack,diamond,diamond,diamond,diamond
wooden_axe,crafting_shaped,equipment,,,,wooden_axe,1,#planks,#planks,,#planks,stick,,,stick,
green_glazed_terracotta,smelting,blocks,,0.1,200,green_glazed_terracotta,1,green_terracotta,,,,,,,,
magenta_terracotta,crafting_shaped,building,stained_terracotta,,,magenta_terracotta,8,terracotta,terracotta,terracotta,terracotta,magenta_dye,terracotta,terracotta,terracotta,terracotta
red_nether_bricks,crafting_shaped,building,,,,red_nether_bricks,1,nether_brick,nether_wart,,nether_wart,nether_brick,,,,
gray_candle,crafting_shapeless,misc,dyed_candle,,,gray_candle,1,candle,gray_dye,,,,,,,
magenta_dye_from_blue_red_white_dye,crafting_shapeless,misc,magenta_dye,,,magenta_dye,4,blue_dye,red_dye,red_dye,white_dye,,,,,
spruce_door,crafting_shaped,redstone,wooden_door,,,spruce_door,3,spruce_planks,spruce_planks,,spruce_planks,spruce_planks,,spruce_planks,spruce_planks,
red_banner,crafting_shaped,misc,banner,,,red_banner,1,red_wool,red_wool,red_wool,red_wool,red_wool,red_wool,,stick,
smithing_table,crafting_shaped,misc,,,,smithing_table,1,iron_ingot,iron_ingot,,#planks,#planks,,#planks,#planks,
wooden_shovel,crafting_shaped,equipment,,,,wooden_shovel,1,#planks,,,stick,,,stick,,
acacia_slab,crafting_shaped,building,wooden_slab,,,acacia_slab,6,acacia_planks,acacia_planks,acacia_planks,,,,,,
weathered_cut_copper_from_weathered_copper_stonecutting,stonecutting,,,,,weathered_cut_copper,4,weathered_copper,,,,,,,,
blast_furnace,crafting_shaped,misc,,,,blast_furnace,1,iron_ingot,iron_ingot,iron_ingot,iron_ingot,furnace,iron_ingot,smooth_stone,smooth_stone,smooth_stone
stone_hoe,crafting_shaped,equipment,,,,stone_hoe,1,#stone_tool_materials,#stone_tool_materials,,,stick,,,stick,
bamboo_fence,crafting_shaped,misc,wooden_fence,,,bamboo_fence,3,bamboo_planks,stick,bamboo_planks,bamboo_planks,stick,bamboo_planks,,,
wooden_pickaxe,crafting_shaped,equipment,,,,wooden_pickaxe,1,#planks,#planks,#planks,,stick,,,stick,
cut_copper_from_copper_block_stonecutting,stonecutting,,,,,cut_copper,4,copper_block,,,,,,,,
cobblestone_wall_from_cobblestone_stonecutting,stonecutting,,,,,cobblestone_wall,1,cobblestone,,,,,,,,
stone_button,crafting_shapeless,redstone,,,,stone_button,1,stone,,,,,,,,
light_gray_candle,crafting_shapeless,misc,dyed_candle,,,light_gray_candle,1,candle,light_gray_dye,,,,,,,
birch_button,crafting_shapeless,redstone,wooden_button,,,birch_button,1,birch_planks,,,,,,,,
dried_kelp_from_smelting,smelting,food,,0.1,200,dried_kelp,1,kelp,,,,,,,,
diamond_shovel,crafting_shaped,equipment,,,,diamond_shovel,1,diamond,,,stick,,,stick,,
gold_ingot_from_gold_block,crafting_shapeless,misc,gold_ingot,,,gold_ingot,9,gold_block,,,,,,,,
iron_ingot_from_smelting_raw_iron,smelting_clear,misc,iron_ingot,0.7,200,iron_ingot,1,raw_iron,,,,,,,,
polished_deepslate_slab_from_polished_deepslate_stonecutting,stonecutting,,,,,polished_deepslate_slab,2,polished_deepslate,,,,,,,,
stone_pickaxe,crafting_shaped,equipment,,,,stone_pickaxe,1,#stone_tool_materials,#stone_tool_materials,#stone_tool_materials,,stick,,,stick,
lime_stained_glass_pane,crafting_shaped,misc,stained_glass_pane,,,lime_stained_glass_pane,16,lime_stained_glass,lime_stained_glass,lime_stained_glass,lime_stained_glass,lime_stained_glass,lime_stained_glass,,,
mangrove_fence,crafting_shaped,misc,wooden_fence,,,mangrove_fence,3,mangrove_planks,stick,mangrove_planks,mangrove_planks,stick,mangrove_planks,,,
decorated_pot_simple,crafting_shaped,misc,,,,decorated_pot,1,,brick,,brick,,brick,,brick,
golden_pickaxe,crafting_shaped,equipment,,,,golden_pickaxe,1,gold_ingot,gold_ingot,gold_ingot,,stick,,,stick,
golden_helmet,crafting_shaped,equipment,,,,golden_helmet,1,gold_ingot,gold_ingot,gold_ingot,gold_ingot,,gold_ingot,,,
bamboo_fence_gate,crafting_shaped,redstone,wooden_fence_gate,,,bamboo_fence_gate,1,stick,bamboo_planks,stick,stick,bamboo_planks,stick,,,
bamboo_mosaic_slab,crafting_shaped,building,,,,bamboo_mosaic_slab,6,bamboo_mosaic,bamboo_mosaic,bamboo_mosaic,,,,,,
cherry_trapdoor,crafting_shaped,redstone,wooden_trapdoor,,,cherry_trapdoor,2,cherry_planks,cherry_planks,cherry_planks,cherry_planks,cherry_planks,cherry_planks,,,
lightning_rod,crafting_shaped,redstone,,,,lightning_rod,1,copper_ingot,,,copper_ingot,,,copper_ingot,,
netherite_chestplate_smithing,smithing_transform,,,,,netherite_chestplate,1,netherite_upgrade_smithing_template,diamond_chestplate,netherite_ingot,,,,,,
creeper_banner_pattern,crafting_shapeless,misc,,,,creeper_banner_pattern,1,paper,creeper_head,,,,,,,
deepslate,smelting,blocks,,0.1,200,deepslate,1,cobbled_deepslate,,,,,,,,
nether_brick,smelting,misc,,0.1,200,nether_brick,1,netherrack,,,,,,,,
red_dye_from_beetroot,crafting_shapeless,misc,red_dye,,,red_dye,1,beetroot,,,,,,,,
nether_brick_wall_from_nether_bricks_stonecutting,stonecutting,,,,,nether_brick_wall,1,nether_bricks,,,,,,,,
loom,crafting_shaped,misc,,,,loom,1,string,string,,#planks,#planks,,,,
lapis_lazuli_from_blasting_deepslate_lapis_ore,blasting_clear,misc,lapis_lazuli,0.2,100,lapis_lazuli,1,deepslate_lapis_ore,,,,,,,,
blackstone_slab,crafting_shaped,building,,,,blackstone_slab,6,blackstone,blackstone,blackstone,,,,,,
stone_brick_slab,crafting_shaped,building,,,,stone_brick_slab,6,stone_bricks,stone_bricks,stone_bricks,,,,,,
cherry_pressure_plate,crafting_shaped,redstone,wooden_pressure_plate,,,cherry_pressure_plate,1,cherry_planks,cherry_planks,,,,,,,
copper_ingot_from_blasting_copper_ore,blasting_clear,misc,copper_ingot,0.7,100,copper_ingot,1,copper_ore,,,,,,,,
cooked_beef,smelting,food,,0.35,200,cooked_beef,1,beef,,,,,,,,
weathered_cut_copper_slab_from_weathered_copper_stonecutting,stonecutting,,,,,weathered_cut_copper_slab,8,weathered_copper,,,,,,,,
purple_stained_glass,crafting_shaped,building,stained_glass,,,purple_stained_glass,8,glass,glass,glass,glass,purple_dye,glass,glass,glass,glass
blue_bed,crafting_shaped,misc,bed,,,blue_bed,1,blue_wool,blue_wool,blue_wool,#planks,#planks,#planks,,,
stone_slab,crafting_shaped,building,,,,stone_slab,6,stone,stone,stone,,,,,,
jukebox,crafting_shaped,misc,,,,jukebox,1,#planks,#planks,#planks,#planks,diamond,#planks,#planks,#planks,#planks
exposed_cut_copper_slab_from_exposed_cut_copper_stonecutting,stonecutting,,,,,exposed_cut_copper_slab,2,exposed_cut_copper,,,,,,,,
lead,crafting_shaped,equipment,,,,lead,2,string,string,,string,slime_ball,,,,string
brick_stairs,crafting_shaped,building,,,,brick_stairs,4,bricks,,,bricks,bricks,,bricks,bricks,bricks
magenta_banner,crafting_shaped,misc,banner,,,magenta_banner,1,magenta_wool,magenta_wool,magenta_wool,magenta_wool,magenta_wool,magenta_wool,,stick,
magma_block,crafting_shaped,building,,,,magma_block,1,magma_cream,magma_cream,,magma_cream,magma_cream,,,,
diamond_from_smelting_diamond_ore,smelting_clear,misc,diamond,1.0,200,diamond,1,diamond_ore,,,,,,,,
cut_red_sandstone,crafting_shaped,building,,,,cut_red_sandstone,4,red_sandstone,red_sandstone,,red_sandstone,red_sandstone,,,,
mangrove_planks,crafting_shapeless,building,planks,,,mangrove_planks,4,#mangrove_logs,,,,,,,,
brown_dye,crafting_shapeless,misc,brown_dye,,,brown_dye,1,cocoa_beans,,,,,,,,
shaper_armor_trim_smithing_template_smithing_trim,smithing_trim,,,,,,1,shaper_armor_trim_smithing_template,#trimmable_armor,#trim_materials,,,,,,
acacia_planks,crafting_shapeless,building,planks,,,acacia_planks,4,#acacia_logs,,,,,,,,
oak_fence,crafting_shaped,misc,wooden_fence,,,oak_fence,3,oak_planks,stick,oak_planks,oak_planks,stick,oak_planks,,,
jungle_trapdoor,crafting_shaped,redstone,wooden_trapdoor,,,jungle_trapdoor,2,jungle_planks,jungle_planks,jungle_planks,jungle_planks,jungle_planks,jungle_planks,,,
diamond,crafting_shapeless,misc,,,,diamond,9,diamond_block,,,,,,,,
composter,crafting_shaped,misc,,,,composter,1,#wooden_slabs,,#wooden_slabs,#wooden_slabs,,#wooden_slabs,#wooden_slabs,#wooden_slabs,#wooden_slabs
lime_candle,crafting_shapeless,misc,dyed_candle,,,lime_candle,1,candle,lime_dye,,,,,,,
stone_axe,crafting_shaped,equipment,,,,stone_axe,1,#stone_tool_materials,#stone_tool_materials,,#stone_tool_materials,stick,,,stick,
end_stone_brick_stairs_from_end_stone_brick_stonecutting,stonecutting,,,,,end_stone_brick_stairs,1,end_stone_bricks,,,,,,,,
cooked_porkchop_from_campfire_cooking,campfire_cooking,food,,0.35,600,cooked_porkchop,1,porkchop,,,,,,,,
smooth_sandstone_slab,crafting_shaped,building,,,,smooth_sandstone_slab,6,smooth_sandstone,smooth_sandstone,smooth_sandstone,,,,,,
dark_oak_fence,crafting_shaped,misc,wooden_fence,,,dark_oak_fence,3,dark_oak_planks,stick,dark_oak_planks,dark_oak_planks,stick,dark_oak_planks,,,
dye_purple_bed,crafting_shapeless,building,bed,,,purple_bed,1,purple_dye,black_bed;blue_bed;brown_bed;cyan_bed;gray_bed;green_bed;light_blue_bed;light_gray_bed;lime_bed;magenta_bed;orange_bed;pink_bed;red_bed;yellow_bed;white_bed,,,,,,,
warped_fence_gate,crafting_shaped,redstone,wooden_fence_gate,,,warped_fence_gate,1,stick,warped_planks,stick,stick,warped_planks,stick,,,
cartography_table,crafting_shaped,misc,,,,cartography_table,1,paper,paper,,#planks,#planks,,#planks,#planks,
copper_ingot_from_smelting_raw_copper,smelting_clear,misc,copper_ingot,0.7,200,copper_ingot,1,raw_copper,,,,,,,,
grindstone,crafting_shaped,misc,,,,grindstone,1,stick,stone_slab,stick,#planks,,#planks,,,
smooth_sandstone_stairs,crafting_shaped,building,,,,smooth_sandstone_stairs,4,smooth_sandstone,,,smooth_sandstone,smooth_sandstone,,smooth_sandstone,smooth_sandstone,smooth_sandstone
weathered_cut_copper_stairs_from_weathered_cut_copper_stonecutting,stonecutting,,,,,weathered_cut_copper_stairs,1,weathered_cut_copper,,,,,,,,
pink_dye_from_peony,crafting_shapeless,misc,pink_dye,,,pink_dye,2,peony,,,,,,,,
quartz_slab_from_stonecutting,stonecutting,,,,,quartz_slab,2,quartz_block,,,,,,,,
deepslate_tiles,crafting_shaped,building,,,,deepslate_tiles,4,deepslate_bricks,deepslate_bricks,,deepslate_bricks,deepslate_bricks,,,,
exposed_cut_copper_stairs,crafting_shaped,building,,,,exposed_cut_copper_stairs,4,exposed_cut_copper,,,exposed_cut_copper,exposed_cut_copper,,exposed_cut_copper,exposed_cut_copper,exposed_cut_copper
dye_cyan_bed,crafting_shapeless,building,bed,,,cyan_bed,1,cyan_dye,black_bed;blue_bed;brown_bed;gray_bed;green_bed;light_blue_bed;light_gray_bed;lime_bed;magenta_bed;orange_bed;pink_bed;purple_bed;red_bed;yellow_bed;white_bed,,,,,,,
flint_and_steel,crafting_shapeless,equipment,,,,flint_and_steel,1,iron_ingot,flint,,,,,,,
mud_brick_stairs,crafting_shaped,building,,,,mud_brick_stairs,4,mud_bricks,,,mud_bricks,mud_bricks,,mud_bricks,mud_bricks,mud_bricks
chain,crafting_shaped,misc,,,,chain,1,iron_nugget,,,iron_ingot,,,iron_nugget,,
ladder,crafting_shaped,misc,,,,ladder,3,stick,,stick,stick,stick,stick,stick,,stick
quartz_bricks,crafting_shaped,building,,,,quartz_bricks,4,quartz_block,quartz_block,,quartz_block,quartz_block,,,,
crimson_slab,crafting_shaped,building,wooden_slab,,,crimson_slab,6,crimson_planks,crimson_planks,crimson_planks,,,,,,
cyan_stained_glass_pane_from_glass_pane,crafting_shaped,misc,stained_glass_pane,,,cyan_stained_glass_pane,8,glass_pane,glass_pane,glass_pane,glass_pane,cyan_dye,glass_pane,glass_pane,glass_pane,glass_pane
crimson_trapdoor,crafting_shaped,redstone,wooden_trapdoor,,,crimson_trapdoor,2,crimson_planks,crimson_planks,crimson_planks,crimson_planks,crimson_planks,crimson_planks,,,
light_blue_concrete_powder,crafting_shapeless,building,concrete_powder,,,light_blue_concrete_powder,8,light_blue_dye,sand,sand,sand,sand,gravel,gravel,gravel,gravel
prismarine_bricks,crafting_shapeless,building,,,,prismarine_bricks,1,prismarine_shard,prismarine_shard,prismarine_shard,prismarine_shard,prismarine_shard,prismarine_shard,prismarine_shard,prismarine_shard,prismarine_shard
cut_copper_slab_from_copper_block_stonecutting,stonecutting,,,,,cut_copper_slab,8,copper_block,,,,,,,,
end_stone_brick_slab,crafting_shaped,building,,,,end_stone_brick_slab,6,end_stone_bricks,end_stone_bricks,end_stone_bricks,,,,,,
orange_stained_glass_pane,crafting_shaped,misc,stained_glass_pane,,,orange_stained_glass_pane,16,orange_stained_glass,orange_stained_glass,orange_stained_glass,orange_stained_glass,orange_stained_glass,orange_stained_glass,,,
cooked_salmon_from_campfire_cooking,campfire_cooking,food,,0.35,600,cooked_salmon,1,salmon,,,,,,,,
painting,crafting_shaped,misc,,,,painting,1,stick,stick,stick,stick,#wool,stick,stick,stick,stick
oak_stairs,crafting_shaped,building,wooden_stairs,,,oak_stairs,4,oak_planks,,,oak_planks,oak_planks,,oak_planks,oak_planks,oak_planks
lime_carpet,crafting_shaped,misc,carpet,,,lime_carpet,3,lime_wool,lime_wool,,,,,,,
golden_sword,crafting_shaped,equipment,,,,golden_sword,1,gold_ingot,,,gold_ingot,,,stick,,
warped_planks,crafting_shapeless,building,planks,,,warped_planks,4,#warped_stems,,,,,,,,
pink_glazed_terracotta,smelting,blocks,,0.1,200,pink_glazed_terracotta,1,pink_terracotta,,,,,,,,
pumpkin_pie,crafting_shapeless,misc,,,,pumpkin_pie,1,pumpkin,sugar,egg,,,,,,
netherite_ingot_from_netherite_block,crafting_shapeless,misc,netherite_ingot,,,netherite_ingot,9,netherite_block,,,,,,,,
netherite_helmet_smithing,smithing_transform,,,,,netherite_helmet,1,netherite_upgrade_smithing_template,diamond_helmet,netherite_ingot,,,,,,
dripstone_block,crafting_shaped,building,,,,dripstone_block,1,pointed_dripstone,pointed_dripstone,,pointed_dripstone,pointed_dripstone,,,,
chest_minecart,crafting_shapeless,misc,,,,chest_minecart,1,chest,minecart,,,,,,,
dye_yellow_carpet,crafting_shapeless,building,carpet,,,yellow_carpet,1,yellow_dye,black_carpet;blue_carpet;brown_carpet;cyan_carpet;gray_carpet;green_carpet;light_blue_carpet;light_gray_carpet;lime_carpet;magenta_carpet;orange_carpet;pink_carpet;purple_carpet;red_carpet;white_carpet,,,,,,,
pink_concrete_powder,crafting_shapeless,building,concrete_powder,,,pink_concrete_powder,8,pink_dye,sand,sand,sand,sand,gravel,gravel,gravel,gravel
polished_basalt,crafting_shaped,building,,,,polished_basalt,4,basalt,basalt,,basalt,basalt,,,,
polished_blackstone_brick_stairs_from_blackstone_stonecutting,stonecutting,,,,,polished_blackstone_brick_stairs,1,blackstone,,,,,,,,
crafting_table,crafting_shaped,misc,,,,crafting_table,1,#planks,#planks,,#planks,#planks,,,,
bamboo_chest_raft,crafting_shapeless,misc,chest_boat,,,bamboo_chest_raft,1,chest,bamboo_raft,,,,,,,
netherite_scrap,smelting,misc,,2.0,200,netherite_scrap,1,ancient_debris,,,,,,,,
oxidized_cut_copper_stairs_from_oxidized_copper_stonecutting,stonecutting,,,,,oxidized_cut_copper_stairs,4,oxidized_copper,,,,,,,,
netherite_axe_smithing,smithing_transform,,,,,netherite_axe,1,netherite_upgrade_smithing_template,diamond_axe,netherite_ingot,,,,,,
jungle_fence,crafting_shaped,misc,wooden_fence,,,jungle_fence,3,jungle_planks,stick,jungle_planks,jungle_planks,stick,jungle_planks,,,
prismarine_slab,crafting_shaped,building,,,,prismarine_slab,6,prismarine,prismarine,prismarine,,,,,,
spruce_hanging_sign,crafting_shaped,misc,hanging_sign,,,spruce_hanging_sign,6,chain,,chain,stripped_spruce_log,stripped_spruce_log,stripped_spruce_log,stripped_spruce_log,stripped_spruce_log,stripped_spruce_log
weathered_cut_copper_slab,crafting_shaped,building,,,,weathered_cut_copper_slab,6,weathered_cut_copper,weathered_cut_copper,weathered_cut_copper,,,,,,
black_banner,crafting_shaped,misc,banner,,,black_banner,1,black_wool,black_wool,black_wool,black_wool,black_wool,black_wool,,stick,
gray_carpet,crafting_shaped,misc,carpet,,,gray_carpet,3,gray_wool,gray_wool,,,,,,,
emerald_from_smelting_deepslate_emerald_ore,smelting_clear,misc,emerald,1.0,200,emerald,1,deepslate_emerald_ore,,,,,,,,
chiseled_bookshelf,crafting_shaped,building,,,,chiseled_bookshelf,1,#planks,#planks,#planks,#wooden_slabs,#wooden_slabs,#wooden_slabs,#planks,#planks,#planks
polished_deepslate_slab,crafting_shaped,building,,,,polished_deepslate_slab,6,polished_deepslate,polished_deepslate,polished_deepslate,,,,,,
mud_brick_slab_from_mud_bricks_stonecutting,stonecutting,,,,,mud_brick_slab,2,mud_bricks,,,,,,,,
dark_oak_pressure_plate,crafting_shaped,redstone,wooden_pressure_plate,,,dark_oak_pressure_plate,1,dark_oak_planks,dark_oak_planks,,,,,,,
polished_blackstone_bricks_from_blackstone_stonecutting,stonecutting,,,,,polished_blackstone_bricks,1,blackstone,,,,,,,,
birch_fence_gate,crafting_shaped,redstone,wooden_fence_gate,,,birch_fence_gate,1,stick,birch_planks,stick,stick,birch_planks,stick,,,
gold_ingot_from_blasting_raw_gold,blasting_clear,misc,gold_ingot,1.0,100,gold_ingot,1,raw_gold,,,,,,,,
spire_armor_trim_smithing_template,crafting_shaped,misc,,,,spire_armor_trim_smithing_template,2,diamond,spire_armor_trim_smithing_template,diamond,diamond,purpur_block,diamond,diamond,diamond,diamond
red_sandstone_slab_from_red_sandstone_stonecutting,stonecutting,,,,,red_sandstone_slab,2,red_sandstone,,,,,,,,
polished_diorite,crafting_shaped,building,,,,polished_diorite,4,diorite,diorite,,diorite,diorite,,,,
deepslate_bricks_from_cobbled_deepslate_stonecutting,stonecutting,,,,,deepslate_bricks,1,cobbled_deepslate,,,,,,,,
light_gray_carpet,crafting_shaped,misc,carpet,,,light_gray_carpet,3,light_gray_wool,light_gray_wool,,,,,,,
brown_bed,crafting_shaped,misc,bed,,,brown_bed,1,brown_wool,brown_wool,brown_wool,#planks,#planks,#planks,,,
raw_copper_block,crafting_shaped,building,,,,raw_copper_block,1,raw_copper,raw_copper,raw_copper,raw_copper,raw_copper,raw_copper,raw_copper,raw_copper,raw_copper
cooked_rabbit,smelting,food,,0.35,200,cooked_rabbit,1,rabbit,,,,,,,,
deepslate_tiles_from_deepslate_bricks_stonecutting,stonecutting,,,,,deepslate_tiles,1,deepslate_bricks,,,,,,,,
nether_brick_stairs,crafting_shaped,building,,,,nether_brick_stairs,4,nether_bricks,,,nether_bricks,nether_bricks,,nether_bricks,nether_bricks,nether_bricks
mossy_stone_brick_stairs_from_mossy_stone_brick_stonecutting,stonecutting,,,,,mossy_stone_brick_stairs,1,mossy_stone_bricks,,,,,,,,
yellow_banner,crafting_shaped,misc,banner,,,yellow_banner,1,yellow_wool,yellow_wool,yellow_wool,yellow_wool,yellow_wool,yellow_wool,,stick,
iron_ingot_from_nuggets,crafting_shaped,misc,iron_ingot,,,iron_ingot,1,iron_nugget,iron_nugget,iron_nugget,iron_nugget,iron_nugget,iron_nugget,iron_nugget,iron_nugget,iron_nugget
diorite_wall,crafting_shaped,misc,,,,diorite_wall,6,diorite,diorite,diorite,diorite,diorite,diorite,,,
enchanting_table,crafting_shaped,misc,,,,enchanting_table,1,,book,,diamond,obsidian,diamond,obsidian,obsidian,obsidian
blue_dye,crafting_shapeless,misc,blue_dye,,,blue_dye,1,lapis_lazuli,,,,,,,,
spruce_boat,crafting_shaped,misc,boat,,,spruce_boat,1,spruce_planks,,spruce_planks,spruce_planks,spruce_planks,spruce_planks,,,
sandstone_stairs_from_sandstone_stonecutting,stonecutting,,,,,sandstone_stairs,1,sandstone,,,,,,,,
red_nether_brick_stairs_from_red_nether_bricks_stonecutting,stonecutting,,,,,red_nether_brick_stairs,1,red_nether_bricks,,,,,,,,
dark_oak_chest_boat,crafting_shapeless,misc,chest_boat,,,dark_oak_chest_boat,1,chest,dark_oak_boat,,,,,,,
white_wool_from_string,crafting_shaped,building,,,,white_wool,1,string,string,,string,string,,,,
rabbit_stew_from_red_mushroom,crafting_shapeless,misc,rabbit_stew,,,rabbit_stew,1,baked_potato,cooked_rabbit,bowl,carrot,red_mushroom,,,,
orange_concrete_powder,crafting_shapeless,building,concrete_powder,,,orange_concrete_powder,8,orange_dye,sand,sand,sand,sand,gravel,gravel,gravel,gravel
spruce_chest_boat,crafting_shapeless,misc,chest_boat,,,spruce_chest_boat,1,chest,spruce_boat,,,,,,,
cut_copper_slab,crafting_shaped,building,,,,cut_copper_slab,6,cut_copper,cut_copper,cut_copper,,,,,,
polished_blackstone_bricks,crafting_shaped,building,,,,polished_blackstone_bricks,4,polished_blackstone,polished_blackstone,,polished_blackstone,polished_blackstone,,,,
cyan_banner,crafting_shaped,misc,banner,,,cyan_banner,1,cyan_wool,cyan_wool,cyan_wool,cyan_wool,cyan_wool,cyan_wool,,stick,
raiser_armor_trim_smithing_template,crafting_shaped,misc,,,,raiser_armor_trim_smithing_template,2,diamond,raiser_armor_trim_smithing_template,diamond,diamond,terracotta,diamond,diamond,diamond,diamond
pink_stained_glass_pane,crafting_shaped,misc,stained_glass_pane,,,pink_stained_glass_pane,16,pink_stained_glass,pink_stained_glass,pink_stained_glass,pink_stained_glass,pink_stained_glass,pink_stained_glass,,,
prismarine,crafting_shaped,building,,,,prismarine,1,prismarine_shard,prismarine_shard,,prismarine_shard,prismarine_shard,,,,
green_carpet,crafting_shaped,misc,carpet,,,green_carpet,3,green_wool,green_wool,,,,,,,
crossbow,crafting_shaped,equipment,,,,crossbow,1,stick,iron_ingot,stick,string,tripwire_hook,string,,stick,
golden_chestplate,crafting_shaped,equipment,,,,golden_chestplate,1,gold_ingot,,gold_ingot,gold_ingot,gold_ingot,gold_ingot,gold_ingot,gold_ingot,gold_ingot
iron_sword,crafting_shaped,equipment,,,,iron_sword,1,iron_ingot,,,iron_ingot,,,stick,,
flower_pot,crafting_shaped,misc,,,,flower_pot,1,brick,,brick,,brick,,,,
birch_slab,crafting_shaped,building,wooden_slab,,,birch_slab,6,birch_planks,birch_planks,birch_planks,,,,,,
leather,crafting_shaped,misc,,,,leather,1,rabbit_hide,rabbit_hide,,rabbit_hide,rabbit_hide,,,,
smooth_red_sandstone_slab,crafting_shaped,building,,,,smooth_red_sandstone_slab,6,smooth_red_sandstone,smooth_red_sandstone,smooth_red_sandstone,,,,,,
purple_terracotta,crafting_shaped,building,stained_terracotta,,,purple_terracotta,8,terracotta,terracotta,terracotta,terracotta,purple_dye,terracotta,terracotta,terracotta,terracotta
iron_leggings,crafting_shaped,equipment,,,,iron_leggings,1,iron_ingot,iron_ingot,iron_ingot,iron_ingot,,iron_ingot,iron_ingot,,iron_ingot
cracked_polished_blackstone_bricks,smelting,blocks,,0.1,200,cracked_polished_blackstone_bricks,1,polished_blackstone_bricks,,,,,,,,
waxed_weathered_cut_copper_slab_from_honeycomb,crafting_shapeless,building,waxed_weathered_cut_copper_slab,,,waxed_weathered_cut_copper_slab,1,weathered_cut_copper_slab,honeycomb,,,,,,,
gray_concrete_powder,crafting_shapeless,building,concrete_powder,,,gray_concrete_powder,8,gray_dye,sand,sand,sand,sand,gravel,gravel,gravel,gravel
activator_rail,crafting_shaped,misc,,,,activator_rail,6,iron_ingot,stick,iron_ingot,iron_ingot,redstone_torch,iron_ingot,iron_ingot,stick,iron_ingot
